rho R(km) M(SM) 
103904277896.041046 671.920701 0.770173 
104008182173.937073 671.711846 0.770110 
104112190356.110992 671.502004 0.770049 
104216302546.467087 671.291257 0.769990 
104320518849.013550 671.080246 0.769932 
104424839367.862549 670.869435 0.769874 
104529264207.230392 670.658748 0.769816 
104633793471.437607 670.448268 0.769758 
104738427264.909027 670.237985 0.769700 
104843165692.173920 670.027901 0.769642 
104948008857.866089 669.818015 0.769584 
105052956866.723938 669.601453 0.769525 
105158009823.590652 669.378342 0.769464 
105263167833.414230 669.155457 0.769403 
105368431001.247635 668.933408 0.769339 
105473799432.248871 668.711430 0.769274 
105579273231.681107 668.487846 0.769211 
105684852504.912781 668.264345 0.769147 
105790537357.417679 668.041069 0.769083 
105896327894.775085 667.818262 0.769020 
106002224222.669846 667.595666 0.768957 
106108226446.892502 667.373227 0.768893 
106214334673.339386 667.150960 0.768830 
106320549008.012711 666.928862 0.768766 
106426869557.020706 666.706792 0.768701 
106533296426.577713 666.484810 0.768636 
106639829723.004272 666.262994 0.768570 
106746469552.727264 666.041757 0.768505 
106853216022.279984 665.822067 0.768440 
106960069238.302246 665.602515 0.768374 
107067029307.540543 665.383142 0.768309 
107174096336.848068 665.163914 0.768243 
107281270433.184906 664.943529 0.768177 
107388551703.618073 664.723193 0.768111 
107495940255.321686 664.502439 0.768045 
107603436195.576996 664.281899 0.767979 
107711039631.772568 664.061613 0.767914 
107818750671.404327 663.841500 0.767848 
107926569422.075714 663.621539 0.767782 
108034495991.497772 663.401766 0.767716 
108142530487.489258 663.182135 0.767650 
108250673017.976730 662.962665 0.767584 
108358923690.994690 662.743374 0.767518 
108467282614.685669 662.524231 0.767452 
108575749897.300339 662.305488 0.767385 
108684325647.197632 662.087094 0.767319 
108793009972.844818 661.868908 0.767252 
108901802982.817657 661.651033 0.767186 
109010704785.800461 661.433301 0.767120 
109119715490.586243 661.215788 0.767053 
109228835206.076813 660.998396 0.766987 
109338064041.282883 660.781133 0.766920 
109447402105.324158 660.563717 0.766854 
109556849507.429474 660.345338 0.766789 
109666406356.936890 660.126048 0.766724 
109776072763.293808 659.906978 0.766660 
109885848836.057083 659.688012 0.766595 
109995734684.893127 659.467506 0.766533 
110105730419.578003 659.247157 0.766471 
110215836149.997574 659.027034 0.766409 
110326051986.147552 658.807008 0.766347 
110436378038.133682 658.587171 0.766285 
110546814416.171799 658.367559 0.766222 
110657361230.587952 658.148167 0.766160 
110768018591.818527 657.928762 0.766100 
110878786610.410339 657.709570 0.766040 
110989665397.020737 657.490604 0.765980 
111100655062.417740 657.271865 0.765920 
111211755717.480148 657.053189 0.765859 
111322967473.197617 656.834811 0.765799 
111434290440.670807 656.616675 0.765738 
111545724731.111465 656.398764 0.765678 
111657270455.842560 656.180937 0.765617 
111768927726.298386 655.963156 0.765556 
111880696654.024673 655.745600 0.765495 
111992577350.678680 655.527699 0.765434 
112104569928.029343 655.309940 0.765374 
112216674497.957367 655.092253 0.765313 
112328891172.455307 654.874739 0.765252 
112441220063.627747 654.657449 0.765191 
112553661283.691360 654.440384 0.765130 
112666214944.975037 654.223542 0.765069 
112778881159.919998 654.006724 0.765007 
112891660041.079910 653.790280 0.764945 
113004551701.120972 653.574366 0.764882 
113117556252.822083 653.358672 0.764818 
113230673809.074890 653.143199 0.764754 
113343904482.883957 652.928041 0.764690 
113457248387.366821 652.713389 0.764625 
113570705635.754181 652.498956 0.764559 
113684276341.389923 652.284740 0.764493 
113797960617.731308 652.070741 0.764427 
113911758578.349030 651.856646 0.764361 
114025670336.927368 651.642401 0.764296 
114139696007.264282 651.427224 0.764231 
114253835703.271530 651.212124 0.764165 
114368089538.974792 650.997343 0.764099 
114482457628.513748 650.783220 0.764034 
114596940086.142242 650.568966 0.763969 
114711537026.228378 650.353967 0.763905 
114826248563.254593 650.139008 0.763841 
114941074811.817841 649.924173 0.763777 
115056015886.629639 649.709557 0.763713 
115171071902.516251 649.495160 0.763648 
115286242974.418747 649.280983 0.763584 
115401529217.393158 649.067023 0.763520 
115516930746.610535 648.853282 0.763455 
115632447677.357132 648.639505 0.763391 
115748080125.034470 648.425707 0.763327 
115863828205.159485 648.212125 0.763262 
115979692033.364624 647.998760 0.763197 
116095671725.397980 647.785612 0.763133 
116211767397.123367 647.572679 0.763068 
116327979164.520477 647.360095 0.763003 
116444307143.684982 647.147798 0.762938 
116560751450.828659 646.935460 0.762874 
116677312202.279480 646.722303 0.762811 
116793989514.481750 646.509015 0.762749 
116910783503.996216 646.295296 0.762689 
117027694287.500198 646.081038 0.762629 
117144721981.787689 645.866998 0.762570 
117261866703.769470 645.653202 0.762511 
117379128570.473221 645.439678 0.762451 
117496507699.043686 645.225937 0.762392 
117614004206.742722 645.011745 0.762333 
117731618210.949448 644.797773 0.762273 
117849349829.160385 644.584018 0.762214 
117967199178.989532 644.370479 0.762155 
118085166378.168503 644.157158 0.762096 
118203251544.546661 643.944052 0.762036 
118321454796.091202 643.731163 0.761977 
118439776250.887283 643.518483 0.761917 
118558216027.138153 643.305741 0.761857 
118676774243.165283 643.093213 0.761798 
118795451017.408432 642.880900 0.761738 
118914246468.425827 642.668801 0.761678 
119033160714.894241 642.456696 0.761618 
119152193875.609116 642.244188 0.761559 
119271346069.484711 642.031516 0.761500 
119390617415.554184 641.819059 0.761442 
119510008032.969727 641.606817 0.761383 
119629518041.002686 641.394584 0.761324 
119749147559.043671 641.182139 0.761266 
119868896706.602707 640.969907 0.761207 
119988765603.309296 640.757889 0.761148 
120108754368.912598 640.546084 0.761089 
120228863123.281494 640.334492 0.761030 
120349091986.404770 640.123112 0.760970 
120469441078.391159 639.911944 0.760911 
120589910519.469543 639.700988 0.760852 
120710500429.988998 639.490243 0.760792 
120831210930.418976 639.279598 0.760732 
120952042141.349380 639.067697 0.760673 
121072994183.490723 638.855730 0.760613 
121194067177.674194 638.643974 0.760553 
121315261244.851852 638.432428 0.760493 
121436576506.096695 638.221093 0.760433 
121558013082.602783 638.009966 0.760373 
121679571095.685379 637.799050 0.760313 
121801250666.781052 637.588342 0.760253 
121923051917.447815 637.377843 0.760192 
122044974969.365250 637.167552 0.760132 
122167019944.334595 636.957469 0.760071 
122289186964.278915 636.747103 0.760011 
122411476151.243179 636.536734 0.759951 
122533887627.394409 636.326844 0.759889 
122656421515.021790 636.117338 0.759826 
122779077936.536804 635.908034 0.759764 
122901857014.473328 635.699372 0.759701 
123024758871.487793 635.491240 0.759639 
123147783630.359268 635.283309 0.759577 
123270931413.989609 635.075580 0.759515 
123394202345.403580 634.868050 0.759453 
123517596547.748962 634.660721 0.759390 
123641114144.296692 634.453592 0.759328 
123764755258.440979 634.246443 0.759265 
123888520013.699402 634.039372 0.759203 
124012408533.713089 633.832500 0.759141 
124136420942.246796 633.625827 0.759078 
124260557363.189026 633.419389 0.759015 
124384817920.552200 633.213186 0.758952 
124509202738.472733 633.007196 0.758890 
124633711941.211197 632.801412 0.758829 
124758345653.152390 632.595509 0.758769 
124883103998.805527 632.389312 0.758710 
125007987102.804321 632.182667 0.758652 
125132995089.907104 631.975731 0.758596 
125258128084.996994 631.768983 0.758539 
125383386213.081970 631.562233 0.758482 
125508769599.295044 631.355146 0.758425 
125634278368.894318 631.148264 0.758368 
125759912647.263199 630.941714 0.758312 
125885672559.910446 630.735478 0.758258 
126011558232.470337 630.529604 0.758203 
126137569790.702789 630.324176 0.758148 
126263707360.493484 630.118951 0.758093 
126389971067.853958 629.913927 0.758038 
126516361038.921799 629.709104 0.757983 
126642877399.960709 629.504483 0.757928 
126769520277.360657 629.300063 0.757873 
126896289797.638000 629.095843 0.757817 
127023186087.435623 628.891799 0.757762 
127150209273.523041 628.687922 0.757708 
127277359482.796555 628.483894 0.757653 
127404636842.279343 628.280077 0.757598 
127532041479.121613 628.076578 0.757543 
127659573520.600723 627.873304 0.757489 
127787233094.121307 627.670230 0.757434 
127915020327.215408 627.467338 0.757380 
128042935347.542603 627.264631 0.757326 
128170978282.890137 627.062124 0.757271 
128299149261.173019 626.859815 0.757217 
128427448410.434174 626.657705 0.757162 
128555875858.844589 626.455792 0.757108 
128684431734.703415 626.254077 0.757053 
128813116166.438110 626.052560 0.756999 
128941929282.604538 625.850902 0.756944 
129070871211.887131 625.648981 0.756891 
129199942083.098999 625.447290 0.756838 
129329142025.182083 625.245321 0.756785 
129458471167.207245 625.043548 0.756732 
129587929638.374435 624.841970 0.756679 
129717517568.012802 624.640586 0.756626 
129847235085.580795 624.439397 0.756572 
129977082320.666367 624.238401 0.756519 
130107059402.987015 624.037600 0.756466 
130237166462.389984 623.836991 0.756412 
130367403628.852356 623.636576 0.756359 
130497771032.481201 623.436354 0.756305 
130628268803.513672 623.236573 0.756251 
130758897072.317169 623.036872 0.756197 
130889655969.389465 622.837362 0.756143 
131020545625.358841 622.638044 0.756089 
131151566170.984192 622.438916 0.756035 
131282717737.155167 622.239980 0.755981 
131414000454.892303 622.041032 0.755927 
131545414455.347183 621.842065 0.755873 
131676959869.802521 621.643290 0.755818 
131808636829.672302 621.444704 0.755764 
131940445466.501953 621.246309 0.755710 
132072385911.968445 621.063856 0.755660 
132204458297.880402 620.894450 0.755614 
132336662756.178268 620.725085 0.755568 
132468999418.934433 620.555739 0.755523 
132601468418.353348 620.386612 0.755477 
132734069886.771683 620.217703 0.755432 
132866803956.658447 620.049012 0.755386 
132999670760.615097 619.880541 0.755341 
133132670431.375702 619.712288 0.755295 
133265803101.807068 619.544252 0.755249 
133399068904.908859 619.376433 0.755204 
133532467973.813751 619.208838 0.755158 
133666000441.787552 619.041459 0.755112 
133799666442.229324 618.874296 0.755066 
133933466108.671539 618.707351 0.755020 
134067399574.780197 618.540622 0.754975 
134201466974.354965 618.373973 0.754929 
134335668441.329300 618.206568 0.754884 
134470004109.770615 618.039385 0.754838 
134604474113.880371 617.872396 0.754793 
134739078587.994232 617.705594 0.754748 
134873817666.582214 617.539063 0.754703 
135008691484.248779 617.372919 0.754656 
135143700175.733017 617.206964 0.754610 
135278843875.908737 617.041311 0.754563 
135414122719.784637 616.875808 0.754516 
135549536842.504410 616.710288 0.754470 
135685086379.346893 616.544529 0.754425 
135820771465.726227 616.379129 0.754381 
135956592237.191940 616.213842 0.754336 
136092548829.429123 616.048832 0.754291 
136228641378.258530 615.883711 0.754246 
136364870019.636780 615.718692 0.754202 
136501234889.656403 615.553899 0.754157 
136637736124.546051 615.389256 0.754113 
136774373860.670578 615.224873 0.754068 
136911148234.531235 615.060605 0.754024 
137048059382.765747 614.896629 0.753979 
137185107442.148499 614.732953 0.753935 
137322292549.590637 614.569391 0.753890 
137459614842.140198 614.406076 0.753845 
137597074456.982330 614.242756 0.753801 
137734671531.439301 614.079395 0.753756 
137872406202.970734 613.916352 0.753711 
138010278609.173676 613.753642 0.753666 
138148288887.782837 613.591044 0.753622 
138286437176.670593 613.428597 0.753577 
138424723613.847260 613.266464 0.753532 
138563148337.461090 613.104443 0.753487 
138701711485.798523 612.942535 0.753442 
138840413197.284302 612.780970 0.753397 
138979253610.481567 612.619669 0.753351 
139118232864.092041 612.458479 0.753306 
139257351096.956116 612.297401 0.753261 
139396608448.053070 612.136594 0.753215 
139536005056.501099 611.976023 0.753170 
139675541061.557587 611.815677 0.753124 
139815216602.619141 611.655441 0.753079 
139955031819.221741 611.495489 0.753033 
140094986851.040955 611.336019 0.752987 
140235081837.891968 611.176659 0.752941 
140375316919.729858 611.017411 0.752896 
140515692236.649567 610.858272 0.752850 
140656207928.886200 610.699506 0.752804 
140796864136.815063 610.540917 0.752758 
140937661000.951874 610.382438 0.752712 
141078598661.952820 610.224070 0.752666 
141219677260.614746 610.065813 0.752619 
141360896937.875336 609.908064 0.752573 
141502257834.813202 609.749473 0.752528 
141643760092.648010 609.590656 0.752483 
141785403852.740631 609.431950 0.752438 
141927189256.593353 609.273355 0.752393 
142069116445.849945 609.115049 0.752348 
142211185562.295776 608.957037 0.752303 
142353396747.858063 608.799136 0.752258 
142495750144.605896 608.641345 0.752213 
142638245894.750488 608.483665 0.752167 
142780884140.645233 608.326095 0.752122 
142923665024.785858 608.169093 0.752076 
143066588689.810638 608.012470 0.752031 
143209655278.500427 607.855957 0.751985 
143352864933.778900 607.699294 0.751940 
143496217798.712677 607.542686 0.751895 
143639714016.511383 607.386188 0.751850 
143783353730.527893 607.229979 0.751805 
143927137084.258392 607.074107 0.751759 
144071064221.342621 606.918345 0.751714 
144215135285.563934 606.762694 0.751669 
144359350420.849487 606.607152 0.751623 
144503709771.270325 606.451720 0.751578 
144648213481.041565 606.296398 0.751532 
144792861694.522583 606.141660 0.751486 
144937654556.217102 605.987387 0.751440 
145082592210.773315 605.833223 0.751395 
145227674802.984070 605.679168 0.751349 
145372902477.787048 605.525222 0.751303 
145518275380.264832 605.371385 0.751257 
145663793655.645081 605.217573 0.751211 
145809457449.300720 605.063748 0.751165 
145955266906.750000 604.910346 0.751119 
146101222173.656738 604.757052 0.751073 
146247323395.830383 604.603867 0.751026 
146393570719.226196 604.450791 0.750980 
146539964289.945404 604.297756 0.750934 
146686504254.235321 604.144703 0.750887 
146833190758.489532 603.991759 0.750840 
146980023949.248016 603.839165 0.750793 
147127003973.197235 603.687386 0.750746 
147274130977.170410 603.535714 0.750699 
147421405108.147552 603.384151 0.750652 
147568826513.255676 603.232695 0.750604 
147716395339.768921 603.081346 0.750557 
147864111735.108673 602.930105 0.750510 
148011975846.843781 602.778971 0.750462 
148159987822.690613 602.627945 0.750415 
148308147810.513275 602.477392 0.750367 
148456455958.323761 602.327084 0.750319 
148604912414.282074 602.176884 0.750272 
148753517326.696350 602.026790 0.750224 
148902270844.023041 601.876804 0.750176 
149051173114.867035 601.726924 0.750128 
149200224287.981873 601.577152 0.750080 
149349424512.269836 601.427486 0.750032 
149498773936.782104 601.277927 0.749984 
149648272710.718872 601.128734 0.749936 
149797920983.429565 600.980448 0.749888 
149947718904.412964 600.832279 0.749839 
150097666623.317352 600.684145 0.749791 
150247764289.940643 600.535884 0.749743 
150398012054.230560 600.387741 0.749695 
150548410066.284760 600.239704 0.749647 
150698958476.351013 600.091429 0.749600 
150849657434.827362 599.942942 0.749553 
151000507092.262177 599.794495 0.749505 
151151507599.354431 599.646160 0.749458 
151302659106.953766 599.498379 0.749410 
151453961766.060699 599.350704 0.749362 
151605415727.826752 599.203136 0.749314 
